USDA accession,host plant name,common name,source,geographic source,taxonomy,note
USDA4488,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4487,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4486,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4485,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4484,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4483,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4482,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4481,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4480,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA448,Glycine max,soybean,Received 11/89,unknown,,
USDA4479,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4478,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4477,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4476,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4475,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4474,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4473,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4472,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4471,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4470,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA447,Glycine max,soybean,Received 11/89,unknown,,
USDA4469,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4468,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4467,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4466,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4465,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4464,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4463,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4462,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4461,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4460,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA446,Glycine max,soybean,Received 11/89,unknown,,
USDA4459,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4458,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",,
USDA4457,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4456,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4455,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4454,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4453,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4452,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4451,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4450,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",,
USDA445,Glycine max,soybean,Received 11/89,unknown,Bradyrhizobium japonicum,
USDA4449,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4448,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4447,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4446,Glycine max,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4445,Arachis hypogaea,,,plant grown in soil from Bolivia,,
USDA4444,Arachis hypogaea,contaminated?,,,,
USDA4443,Arachis hypogaea,,,,,
USDA4442,Arachis hypogaea,,,,,
USDA4441,Arachis hypogaea,,,,,
USDA4440,Aeschynomene indica,,USDA original,plant grown in soil from Zimbabwe,,
USDA444,Glycine max,soybean,Received 11/89,unknown,Bradyrhizobium japonicum,
USDA4439,Aeschynomene indica,,USDA original,plant grown in soil from Zimbabwe,,
USDA4438,Arachis pintoi,,Judy Kipe-Nolt,,,
USDA4437,Aeschynomene indica,,USDA original,plant grown in soil from Zimbabwe,,
USDA4436,Aeschynomene indica,,USDA original,plant grown in soil from West Virginia,,
USDA4435,Aeschynomene indica,,USDA original,"plant grown in soil from Upper Marlboro, MD",,
USDA4434,Aeschynomene indica,,USDA original,plant grown in soil from Taiwan,,
USDA4433,Aeschynomene indica,,USDA original,plant grown in soil from Taiwan,,
USDA4432,Aeschynomene indica,,USDA original,plant grown in soil from South Carolina,,
USDA4431,Aeschynomene indica,,USDA original,plant grown in soil from New York,,
USDA4430,Aeschynomene indica,,USDA original,,,
USDA443,Glycine max,soybean,Received 11/89,unknown,,
USDA4429,Aeschynomene indica,,USDA original,plant grown in soil from North Carolina,,
USDA4428,Aeschynomene indica,,USDA original,plant grown in soil from North Carolina,,
USDA4427,Aeschynomene indica,,USDA original,plant grown in soil from Mississippi,,
USDA4426,Aeschynomene indica,,USDA original,plant grown in soil from Maryland,,
USDA4425,Aeschynomene indica,,USDA original,plant grown in paddy soil from Louisiana,,
USDA4424,Aeschynomene indica,,USDA original,plant grown in paddy soil from Louisiana,,
USDA4423,Aeschynomene indica,,USDA original,plant grown in soil from Japan,,
USDA4422,Aeschynomene indica,,USDA original,plant grown in soil from Japan,,
USDA4421,Aeschynomene indica,,USDA original,plant grown in soil from Indiana,,
USDA4420,Aeschynomene indica,,USDA original,plant grown in soil fom Indiana,,
USDA442,Glycine max,soybean,Niftal,Wisconsin,Bradyrhizobium japonicum,"Isolation by Dr. Allen. Effective, recommended for soybean inoculation in North America"
USDA4419,Aeschynomene indica,,USDA original,plant grown in soil from Indiana,,
USDA4418,Aeschynomene indica,,USDA original,plant grown in soil from Indiana,,
USDA4417,Aeschynomene indica,,USDA original,plant grown in soil from Indiana,,
USDA4416,Aeschynomene indica,,USDA original,plant grown in soil from Iowa,,
USDA4415,Aeschynomene indica,,USDA original,plant grown in soil from Indonesia,,
USDA4414,Aeschynomene indica,,USDA original,plant grown in soil from Indonesia,,
USDA4413,Acacia senegal,,Bernard Dreyfus,Senegal,,
USDA4412,Aeschynomene indica,,USDA original,plant grown in soil from Illinois,,
USDA4411,Aeschynomene indica,,USDA original,plant grown in soil from Illinois,,
USDA4410,Aeschynomene indica,,USDA original,plant grown in soil from Nigeria,,
USDA441,Glycine max,soybean,Jeff Furmann,"June, 1989",,
USDA4409,Aeschynomene indica,,USDA original,plant grown in soil from Nigeria,,
USDA4408,Aeschynomene indica,,USDA original,plant grown in soil from Iowa,,
USDA4407,Aeschynomene indica,,USDA original,plant grown in soil from Georgia,,
USDA4406,Aeschynomene indica,,USDA original,plant grown in soil from France,,
USDA4405,Aeschynomene indica,,USDA original,plant grown in soil from Florida,,
USDA4404,Aeschynomene indica,,USDA original,plant grown in soil from Florida,,
USDA4403,Aeschynomene indica,,USDA original,plant grown in soil from Ecuador,,
USDA4402,Aeschynomene indica,,USDA original,plant grown in soil from Ecuador,,
USDA4401,Aeschynomene indica,,USDA original,plant grown in soil from Ecuador,,
USDA4400,Acacia senegal,,Bernard Dreyfus,Senegal,,
USDA440,Glycine max,soybean,Jeff Furmann,"June, 1989",Bradyrhizobium japonicum,Hup -
USDA44,Glycine max,soybean,USDA original,unknown,Bradyrhizobium japonicum,
USDA4399,Aeschynomene indica,,USDA original,"plant grown in soil from Dorchester County, MD",,
USDA4398,Aeschynomene indica,,USDA original,plant grown in soil from Colombia,,
USDA4397,Aeschynomene indica,,USDA original,plant grown in soil from Colombia,,
USDA4396,Aeschynomene indica,,USDA original,plant grown in soil from Colombia,,
USDA4395,Aeschynomene indica,,USDA original,plant grown in soil from Colombia,,
USDA4394,Aeschynomene indica,,USDA original,plant grown in soil from Cameroon,,
USDA4393,Aeschynomene indica,,USDA original,plant grown in soil from Cameroon,,
USDA4392,Aeschynomene indica,,USDA original,plant grown in soil from Cameroon,,
USDA4391,Aeschynomene indica,,USDA original,plant grown in soil from Cameroon,,
USDA4390,Aeschynomene indica,,USDA original,"plant grown in soil from Pernambuco, Brazil",,
USDA439,Glycine max,soybean,Jeff Furmann,"June, 1989",Bradyrhizobium japonicum,Hup -
USDA4389,Aeschynomene indica,,USDA original,"plant grown in soil from Pernambuco, Brazil",,
USDA4388,Aeschynomene indica,,USDA original,"plant grown in soil from Pernambuco, Brazil",,
USDA4387,Aeschynomene indica,,USDA original,"plant grown in soil from Rio de Janeiro, Brazil",,
USDA4386,Aeschynomene indica,,USDA original,"plant grown in soil from Rio de Janeiro, Brazil",,
USDA4385,Aeschynomene indica,,USDA original,"plant grown in soil from Rio de Janeiro, Brazil",,
USDA4384,Aeschynomene indica,,USDA original,"plant grown in soil from Rio de Janeiro, Brazil",,
USDA4383,Aeschynomene indica,,USDA original,"plant grown in soil from Rio de Janeiro, Brazil",,
USDA4382,Aeschynomene indica,,USDA original,"plant grown in soil from Rio de Janeiro, Brazil",,
USDA4381,Aeschynomene indica,,USDA original,plant grown in Arkansas soil,,
USDA4380,Aeschynomene indica,,USDA original,plant grown in Argentinian soil,,
USDA438,Glycine max,soybean,Perry Cregan,"January, 1989",,
USDA4379,Aeschynomene indica,,USDA original,plant grown in organic matter from Amazon,,
USDA4378,Aeschynomene indica,,USDA original,plant grown in organic matter from Amazon,,
USDA4377,Aeschynomene indica,,USDA original,plant grown in organic matter from Amazon,,
USDA4376,Aeschynomene indica,,USDA original,Beltsville,,
USDA4375,Aeschynomene indica,,USDA original,Beltsville,,
USDA4374,Aeschynomene indica,,USDA original,Beltsville,,
USDA4373,Aeschynomene indica,,USDA original,Beltsville,,
USDA4372,Aeschynomene indica,,USDA original,Beltsville,,
USDA4371,Aeschynomene indica,,USDA original,Beltsville,,
USDA4370,Aeschynomene indica,,USDA original,Belstville,,
USDA437,Glycine max,soybean,Perry Cregan,"January, 1989",,
USDA4369,Aeschynomene indica,,USDA original,Beltsville,,
USDA4368,Aeschynomene indica,,USDA original,Beltsville,,
USDA4367,Aeschynomene indica,,USDA original,Beltsville,,
USDA4366,Aeschynomene indica,,Y. D. Gaur,India,,
USDA4365,Aeschynomene indica,,Y. D. Gaur,India,,
USDA4364,Aeschynomene indica,,Y. D. Gaur,India,,
USDA4363,Aeschynomene indica,,Y. D. Gaur,India,,
USDA4362,Aeschynomene indica,,,,,
USDA4361,Acacia angustissima,,,,,
USDA4360,Acacia mangium,,,,,
USDA436,Glycine max,soybean,Perry Cregan,"January, 1989",,
USDA4359,Aeschynomene indica,,,,,
USDA4358,Aeschynomene indica,,,,,
USDA4357,Aeschynomene indica,,,,,
USDA4356,Aeschynomene afraspera,,,,,
USDA4355,Aeschynomene afraspera,,,,,
USDA4354,Aeschynomene americana,,,,,
USDA4353,Aeschynomene indica,,,,,
USDA4352,Aeschynomene elephroxylon,,,,,
USDA4351,Maackia amurensis,,,,,
USDA4350,Maackia amurensis,,,,,
USDA435,Glycine max,soybean,Perry Cregan,"January, 1989",,
USDA4349,Maackia amurensis,,,,,
USDA4348,Maackia amurensis,,,,,
USDA4347,Maackia amurensis,,,,,
USDA4346,Maackia amurensis,,,,,
USDA4345,Maackia amurensis,,,,,
USDA4344,Maackia amurensis,,,,,
USDA4343,Maackia amurensis,,,,,
USDA4342,Maackia amurensis,,,,,
USDA4341,Maackia amurensis,,,,Bradyrhizobium elkanii,
USDA4340,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA434,Glycine max,soybean,Perry Cregan,"January, 1989",,
USDA4339,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4338,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4337,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4336,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4335,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4334,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4333,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4332,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4331,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4330,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA433,Glycine max,soybean,Perry Cregan,"January, 1989",,
USDA4329,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4328,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4327,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4326,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4325,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4324,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4323,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4322,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4321,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4320,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA432,Glycine max,soybean,Perry Cregan,"January, 1989",,
USDA4319,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4318,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4317,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4316,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4315,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4314,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4313,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4312,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4311,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4310,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA431,Glycine max,soybean,Perry Cregan,"January, 1989",,
USDA4309,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4308,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4307,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4306,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4305,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4304,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4303,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4302,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4301,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4300,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA430,Glycine max,soybean,Perry Cregan,"January, 1989",,
USDA43,Glycine max,soybean,"K. Aso, 1929",Luchu Islands,Bradyrhizobium japonicum,
USDA4299,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4298,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4297,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4296,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4295,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4294,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4293,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4292,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4291,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4290,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA429,Glycine max,soybean,Perry Cregan,"January, 1989",,
USDA4289,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4288,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4287,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4286,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4285,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4284,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4283,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4282,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4281,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4280,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA428,Glycine max,soybean,Perry Cregan,"January, 1989",,
USDA4279,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,
USDA4278,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 2, Tree 1"
USDA4277,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 2, Tree 1"
USDA4276,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 2, Tree 1"
USDA4275,Acacia senegal,,,,,
USDA4274,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 2, Tree 1"
USDA4273,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 2, Tree 1"
USDA4272,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 2, Tree 1"
USDA4271,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 2, Tree 1"
USDA4270,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 2, Tree 1"
USDA427,Glycine max,soybean,Perry Cregan,"January, 1989",Bradyrhizobium japonicum,
USDA4269,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 2, Tree 1"
USDA4268,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 2, Tree 1"
USDA4267,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 2, Tree 1"
USDA4266,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 2, Tree 1"
USDA4265,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 2, Tree 1"
USDA4264,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 2, Tree 1"
USDA4263,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 2, Tree 1"
USDA4262,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 2, Tree 1"
USDA4261,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 5"
USDA4260,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 5"
USDA426,Glycine max,soybean,Perry Cregan,"January, 1989",,
USDA4259,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 5"
USDA4258,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 5"
USDA4257,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 5"
USDA4256,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 5"
USDA4255,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 5"
USDA4254,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 5"
USDA4253,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 5"
USDA4252,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 5"
USDA4251,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 5"
USDA4250,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 5"
USDA425,Glycine max,soybean,Perry Cregan,"January, 1989",,
USDA4249,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 5"
USDA4248,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 5"
USDA4247,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 5"
USDA4246,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 5"
USDA4245,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 5"
USDA4244,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 5"
USDA4243,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 5"
USDA4242,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 5"
USDA4241,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 4"
USDA4240,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 4"
USDA424,Glycine max,soybean,Perry Cregan,"January, 1989",,
USDA4239,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 4"
USDA4238,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 4"
USDA4237,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 4"
USDA4236,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 4"
USDA4235,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 4"
USDA4234,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 4"
USDA4233,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 4"
USDA4232,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 4"
USDA4231,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 4"
USDA4230,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 4"
USDA423,Glycine max,soybean,Perry Cregan,"January, 1989",,
USDA4229,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 4"
USDA4228,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 4"
USDA4227,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 4"
USDA4226,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 4"
USDA4225,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 4"
USDA4224,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 4"
USDA4223,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 3"
USDA4222,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 3"
USDA4221,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 2"
USDA4220,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 2"
USDA422,Glycine max,soybean,Perry Cregan,"January, 1989",,
USDA4219,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 2"
USDA4218,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 2"
USDA4217,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 2"
USDA4216,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 2"
USDA4215,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 2"
USDA4214,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 2"
USDA4213,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 2"
USDA4212,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 2"
USDA4211,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 1"
USDA4210,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 1"
USDA421,Glycine max,soybean,"Nitragin, Co.","Washington University Greenhouse, 1982",,Nodulates Non Nod Lee Soybean
USDA4209,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 1"
USDA4208,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 1"
USDA4207,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 1"
USDA4206,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 1"
USDA4205,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 1"
USDA4204,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 1"
USDA4203,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 1"
