USDA accession,host plant name,common name,source,geographic source,taxonomy,note
USDA1514,Medicago sativa,alfalfa (Matador),"Jaime Velez Santiago, Corozal, Puerto Rico, 10/26/81","Corozal Agricultural Experiment Station, 10/20/81",,Corozal clay
USDA1513,Medicago sativa,alfalfa (Matador),"Jaime Velez Santiago, Corozal, Puerto Rico, 10/26/81","Corozal Agricultural Experiment Station, 10/20/81",,Corozal clay
USDA1512,Medicago sativa,alfalfa (Matador),"Jaime Velez Santiago, Corozal, Puerto Rico, 10/26/81","Corozal Agricultural Experiment Station, 10/20/81",,Corozal clay
USDA1511,Medicago sativa,alfalfa (Iroquois),"Robert G. Hall, Orono, Maine, 11/2/81","Brewer, Maine, 10/29/81",,Brexton-Scandic Silty Clay Loam
USDA1510,Medicago sativa,alfalfa (Iroquois),"Robert G. Hall, Orono, Maine, 11/2/81","Brewer, Maine, 10/29/81",,Brexton-Scandic Silty Clay Loam
USDA151,Glycine max,soybean,,"Harbin, China, 1979",Bradyrhizobium,
USDA1509,Medicago sativa,alfalfa (Iroquois),"Robert G. Hall, Orono, Maine, 11/2/81","Brewer, Maine, 10/29/81",,Brexton-Scandic Silty Clay Loam
USDA1508,Medicago sativa,alfalfa (Phytor),"Robert G. Hall, Orono, Maine, 11/2/81","Stillwater, Maine, 10/29/81",,
USDA1507,Medicago sativa,alfalfa (Phytor),"Robert G. Hall, Orono, Maine, 11/2/81","Stillwater, Maine, 10/29/81",,
USDA1506,Medicago sativa,alfalfa (Iroquois),"Robert G. Hall, Orono, Maine, 11/2/81","Stillwater, Maine, 10/29/81",,
USDA1505,Medicago sativa,alfalfa (Iroquois),"Robert G. Hall, Orono, Maine, 11/2/81","Stillwater, Maine, 10/29/81",,
USDA1504,Medicago sativa,alfalfa (Iroquois),"Robert G. Hall, Orono, Maine, 11/2/81","Stillwater, Maine, 10/29/81",,
USDA1503,Medicago sativa,alfalfa (Iroquois),"Robert G. Hall, Orono, Maine, 11/2/81","Stillwater, Maine, 10/29/81",,
USDA1502,Medicago sativa,alfalfa (Iroquois),"Robert G. Hall, Orono, Maine, 11/2/81","Stillwater, Maine, 10/29/81",,
USDA1501,Medicago sativa,alfalfa (Dekalb-130),"Jim Elgin, Beltsville, MD, 10/16/81","East Alco Plots, 10 miles south of Frederick, MD, 10/1/81",,Silt loam
USDA1500,Medicago sativa,alfalfa (Dekalb-130),"Jim Elgin, Beltsville, MD, 10/16/81","East Alco Plots, 10 miles south of Frederick, MD, 10/1/81",,Silt loam
USDA150,Glycine max,soybean,,"Harbin, China, 1979",Bradyrhizobium,
USDA15,Glycine max,soybean,USDA original,unknown,Bradyrhizobium japonicum,
USDA1499,Medicago sativa,alfalfa (Dekalb-130),"Jim Elgin, Beltsville, MD, 10/16/81","East Alco Plots, 10 miles south of Frederick, MD, 10/1/81",,Silt loam
USDA1498,Medicago sativa,alfalfa (WL-311),"Jim Elgin, Beltsville, MD, 10/16/81","East Alco Plots, 10 miles south of Frederick, MD, 10/1/81",,Silt loam
USDA1497,Medicago sativa,alfalfa (Arc),"Jim Elgin, Beltsville, MD, 10/16/81","BARC-East, East Farm, 10/1/81",,Sandy loam
USDA1496,Medicago sativa,alfalfa (Saranac-AR),"Jim Elgin, Beltsville, MD, 10/16/81","BARC-East, Getty Tract, Beltsville, MD, 10/1/81",,Sandy loam
USDA1495,Medicago sativa,alfalfa (Saranac-AR),"Jim Elgin, Beltsville, MD, 10/16/81","BARC-East, Getty Tract, Beltsville, MD, 10/1/81",,Sandy loam
USDA1494,Medicago sativa,alfalfa (Saranac-AR),"Jim Elgin, Beltsville, MD, 10/16/81","BARC-East, Getty Tract, Beltsville, MD, 10/1/81",,Sandy loam
USDA1493,Medicago sativa,alfalfa (Saranac-AR),"Jim Elgin, Beltsville, MD, 10/16/81","BARC-East, Getty Tract, Beltsville, MD, 10/1/81",,Sandy loam
USDA1492,Medicago sativa,alfalfa (Saranac-AR),"Jim Elgin, Beltsville, MD, 10/16/81","BARC-East, Getty Tract, Beltsville, MD, 10/1/81",,Sandy loam
USDA1491,Medicago sativa,alfalfa (Kanza),"W.W. Washko, Storrs, CT, 10/2/81","Storrs, CT, 10/2/81",,Paxton fine sandy loam
USDA1490,Medicago sativa,alfalfa (Kanza),"W.W. Washko, Storrs, CT, 10/2/81","Storrs, CT, 10/2/81",,Paxton fine sandy loam
USDA149,GLycine max,soybean,,"Harbin, China, 1979",Bradyrhizobium japonicum,
USDA1489,Medicago sativa,alfalfa (Saranac),"W.W. Washko, Storrs, CT, 10/2/81","Storrs, CT, 10/2/81",,Paxton fine sandy loam
USDA1488,Medicago sativa,alfalfa (Saranac),"W.W. Washko, Storrs, CT, 10/2/81","Storrs, CT, 10/2/81",,Paxton fine sandy loam
USDA1487,Medicago sativa,alfalfa (WL-311),"Edward R. Jones, Dover, DE, 10/13/81","Forage Farm, Delaware State College, 10/9/81",,
USDA1486,Medicago sativa,alfalfa (WL-311),"Edward R. Jones, Dover, DE, 10/13/81","Forage Farm, Delaware State College, 10/9/81",,
USDA1485,Medicago sativa,alfalfa (WL-311),"Edward R. Jones, Dover, DE, 10/13/81","Forage Farm, Delaware State College, 10/9/81",,
USDA1484,Medicago sativa,alfalfa (WL-311),"Edward R. Jones, Dover, DE, 10/13/81","Forage Farm, Delaware State College, 10/9/81",,
USDA1483,Medicago sativa,alfalfa (WL-311),"Edward R. Jones, Dover, DE, 10/13/81","Forage Farm, Delaware State College, 10/9/81",,
USDA1482,Medicago sativa,alfalfa (Saranac-AR),"Edward R. Jones, Dover, DE, 10/13/81","Forage Farm, Delaware State College, 10/9/81",,
USDA1481,Medicago sativa,alfalfa (Arc),"Edward R. Jones, Dover, DE, 10/13/81","Forage Farm, Delaware State College, 10/9/81",,
USDA1480,Medicago sativa,alfalfa (Arc),"Edward R. Jones, Dover, DE, 10/13/81","Forage Farm, Delaware State College, 10/9/81",,
USDA148,Glycine max,soybean,,"Harbin, China, 1979",Bradyrhizobium,
USDA1479,Medicago sativa,alfalfa (Anchor),"William Murphy, Burlington, VT, 10/6/81","University Farm, South Burlington, VT, 9/29/81",,Sand
USDA1478,Medicago sativa,alfalfa (Anchor),"William Murphy, Burlington, VT, 10/6/81","University Farm, South Burlington, VT, 9/29/81",,Sand
USDA1477,Medicago sativa,alfalfa (Anchor),"William Murphy, Burlington, VT, 10/6/81","University Farm, South Burlington, VT, 9/29/81",,Sand
USDA1476,Medicago sativa,alfalfa (Anchor),"William Murphy, Burlington, VT, 10/6/81","University Farm, South Burlington, VT, 9/29/81",,Sand
USDA1475,Medicago sativa,alfalfa (Saranac),"William Murphy, Burlington, VT, 10/6/81","University Farm, South Burlington, VT, 9/29/81",,Sand
USDA1474,Medicago sativa,alfalfa (Saranac),"William Murphy, Burlington, VT, 10/6/81","University Farm, South Burlington, VT, 9/29/81",,Sand
USDA1473,Medicago sativa,alfalfa (Saranac),"William Murphy, Burlington, VT, 10/6/81","University Farm, South Burlington, VT, 9/29/81",,Sand
USDA1472,Medicago sativa,alfalfa (Saranac),"William Murphy, Burlington, VT, 10/6/81","University Farm, South Burlington, VT, 9/29/81",,Sand
USDA1471,Medicago sativa,alfalfa (Iroquois),"William Murphy, Burlington, VT, 10/6/81","University Farm, South Burlington, VT, 9/29/81",,Sand
USDA1470,Medicago sativa,alfalfa (Iroquois),"William Murphy, Burlington, VT, 10/6/81","University Farm, South Burlington, VT, 9/29/81",,Sand
USDA147,Glycine max,soybean,,"Harbin, China, 1979",Bradyrhizobium,
USDA1469,Medicago sativa,alfalfa (Vernal),"William Murphy, Burlington, VT, 10/6/81","University Farm, South Burlington, VT, 9/29/81",,Sand
USDA1468,Medicago sativa,alfalfa (Vernal),"William Murphy, Burlington, VT, 10/6/81","University Farm, South Burlington, VT, 9/29/81",,Sand
USDA1467,Medicago sativa,alfalfa (Vernal),"William Murphy, Burlington, VT, 10/6/81","University Farm, South Burlington, VT, 9/29/81",,Sand
USDA1466,Medicago sativa,alfalfa (Vangard),"William Murphy, Burlington, VT, 10/6/81","University Farm, South Burlington, VT, 9/29/81",,Hagerstown
USDA1465,Medicago sativa,alfalfa (Vangard),"R.R. Hill Jr., University Park, PA, 10/5/81","Rocky Springs, Centre County, PA, 9/29/81",,Hagerstown
USDA1464,Medicago sativa,alfalfa (WL-311),"R.R. Hill Jr., University Park, PA, 10/5/81","Rocky Springs, Centre County, PA, 9/29/81",,Hagerstown
USDA1463,Medicago sativa,alfalfa (520),"R.R. Hill Jr., University Park, PA, 10/5/81","Rocky Springs, Centre County, PA, 9/29/81",,Dalton channery silt loam
USDA1462,Medicago sativa,alfalfa (Saranac),"D.R. Viands, Ithaca, NY, 10/22/81","New Ketola Field, Ithaca, NY, 10/15/81",,Dalton channery silt loam
USDA1461,Medicago sativa,alfalfa (Saranac),"D.R. Viands, Ithaca, NY, 10/22/81","New Ketola Field, Ithaca, NY, 10/15/81",,Dalton channery silt loam
USDA1460,Medicago sativa,alfalfa (Saranac),"D.R. Viands, Ithaca, NY, 10/22/81","New Ketola Field, Ithaca, NY, 10/15/81",,Dalton channery silt loam
USDA146,Glycine max,soybean,,"Harbin, China, 1979",Bradyrhizobium,
USDA1459,Medicago sativa,alfalfa (Iroquois),"D.R. Viands, Ithaca, NY, 10/22/81","New Ketola Field, Ithaca, NY, 10/15/81",,Dalton channery silt loam
USDA1458,Medicago sativa,alfalfa (Iroquois),"D.R. Viands, Ithaca, NY, 10/22/81","New Ketola Field, Ithaca, NY, 10/15/81",,Dalton channery silt loam
USDA1457,Medicago sativa,alfalfa (Iroquois),"D.R. Viands, Ithaca, NY, 10/22/81","New Ketola Field, Ithaca, NY, 10/15/81",,Dalton channery silt loam
USDA1456,Medicago sativa,alfalfa (Florida-77),"Earl S. Horner, Gainesville, FL",", 10/1/81",,Fine sand
USDA1455,Medicago sativa,alfalfa (Arc),"J.H. Bouton, Athens, GA, 11/5/81","Southwest Georgia Experimental Station, Plains, GA, 11/2/81",,Faceville sandy loam
USDA1454,Medicago sativa,alfalfa (Arc),"J.H. Bouton, Athens, GA, 11/5/81","Southwest Georgia Experimental Station, Plains, GA, 11/2/81",,Faceville sandy loam
USDA1453,Medicago sativa,alfalfa (Florida-66),"J.H. Bouton, Athens, GA, 11/5/81","Southwest Georgia Experimental Station, Plains, GA, 11/2/81",,Faceville sandy loam
USDA1452,Medicago sativa,alfalfa (Florida-66),"J.H. Bouton, Athens, GA, 11/5/81","Southwest Georgia Experimental Station, Plains, GA, 11/2/81",,Faceville sandy loam
USDA1451,Medicago sativa,alfalfa (Florida-66),"J.H. Bouton, Athens, GA, 11/5/81","Southwest Georgia Experimental Station, Plains, GA, 11/2/81",,Faceville sandy loam
USDA1450,Medicago sativa,alfalfa (Florida-66),"J.H. Bouton, Athens, GA, 11/5/81","Southwest Georgia Experimental Station, Plains, GA, 11/2/81",,Faceville sandy loam
USDA145,Glycine max,soybean,unknown,Japan,Bradyrhizobium,
USDA1449,Medicago sativa,alfalfa (Apollo),"J.H. Bouton, Athens, GA, 11/5/81","Southwest Georgia Experimental Station, Plains, GA, 11/2/81",,Faceville sandy loam
USDA1448,Medicago sativa,alfalfa (Apollo),"J.H. Bouton, Athens, GA, 11/5/81","Southwest Georgia Experimental Station, Plains, GA, 11/2/81",,Faceville sandy loam
USDA1447,Medicago sativa,alfalfa (Apollo),"J.H. Bouton, Athens, GA, 11/5/81","Southwest Georgia Experimental Station, Plains, GA, 11/2/81",,Faceville sandy loam
USDA1446,Medicago sativa,alfalfa (Apollo),"J.H. Bouton, Athens, GA, 11/5/81","Southwest Georgia Experimental Station, Plains, GA, 11/2/81",,Faceville sandy loam
USDA1445,Medicago sativa,alfalfa (Atlas),"J.H. Bouton, Athens, GA, 11/5/81","Southwest Georgia Experimental Station, Plains, GA, 11/2/81",,Faceville sandy loam
USDA1444,Medicago sativa,alfalfa,,,,
USDA1443,Medicago sativa,alfalfa (Atlas),"Dennis E. Rowe, Oxford, NC, 11/6/81","Oxford Research Station, 11/2/81",,Cecil loam
USDA1442,Medicago sativa,alfalfa (Atlas),"Dennis E. Rowe, Oxford, NC, 11/6/81","Oxford Research Station, 11/2/81",,Cecil loam
USDA1441,Medicago sativa,alfalfa (Apollo),"Dennis E. Rowe, Oxford, NC, 11/6/81","Oxford Research Station, 11/2/81",,Cecil loam
USDA1440,Medicago sativa,alfalfa (Apollo),"Dennis E. Rowe, Oxford, NC, 11/6/81","Oxford Research Station, 11/2/81",,Cecil loam
USDA144,GLycine max,soybean,unknown,"India, 1973",Bradyrhizobium japonicum,
USDA1439,Medicago sativa,alfalfa (Apollo),"Dennis E. Rowe, Oxford, NC, 11/6/81","Oxford Research Station, 11/2/81",,Cecil loam
USDA1438,Medicago sativa,alfalfa (Apollo),"Dennis E. Rowe, Oxford, NC, 11/6/81","Oxford Research Station, 11/2/81",,Cecil loam
USDA1437,Medicago sativa,alfalfa (WL-318),"Dennis E. Rowe, Oxford, NC, 11/6/81","Oxford Research Station, 11/2/81",,Cecil loam
USDA1436,Medicago sativa,alfalfa (WL-318),"Dennis E. Rowe, Oxford, NC, 11/6/81","Oxford Research Station, 11/2/81",,Cecil loam
USDA1435,Medicago sativa,alfalfa (WL-318),"Dennis E. Rowe, Oxford, NC, 11/6/81","Oxford Research Station, 11/2/81",,Cecil loam
USDA1434,Medicago sativa,alfalfa (Saranac-AR),"Dennis E. Rowe, Oxford, NC, 11/6/81","Oxford Research Station, 11/2/81",,Cecil loam
USDA1433,Medicago sativa,alfalfa (Saranac-AR),"Dennis E. Rowe, Oxford, NC, 11/6/81","Oxford Research Station, 11/2/81",,Cecil loam
USDA1432,Medicago sativa,alfalfa (Vangard),"E.R. and G.R. Buss, Blacksburg, VA, 11/5/81",10/30/81,,Landisburg sils
USDA1431,Medicago sativa,alfalfa (Vangard),"E.R. and G.R. Buss, Blacksburg, VA, 11/5/81",10/30/81,,Landisburg sils
USDA1430,Medicago sativa,alfalfa (WL-318),"E.R. and G.R. Buss, Blacksburg, VA, 11/5/81",10/30/81,,Landisburg sils
USDA143,Glycine max,soybean,unknown,"India, 1973",Bradyrhizobium japonicum,
USDA1429,Medicago sativa,alfalfa (WL-318),"E.R. and G.R. Buss, Blacksburg, VA, 11/5/81",10/30/81,,Landisburg sils
USDA1428,Medicago sativa,alfalfa (WL-318),"E.R. and G.R. Buss, Blacksburg, VA, 11/5/81",10/30/81,,Landisburg sils
USDA1427,Medicago sativa,alfalfa (WL-318),"E.R. and G.R. Buss, Blacksburg, VA, 11/5/81",10/30/81,,Landisburg sils
USDA1426,Medicago sativa,alfalfa (Cimarron),"E.R. and G.R. Buss, Blacksburg, VA, 11/5/81",10/30/81,,Landisburg sils
USDA1425,Medicago sativa,alfalfa (Cimarron),"E.R. and G.R. Buss, Blacksburg, VA, 11/5/81",10/30/81,,Landisburg sils
USDA1424,Medicago sativa,alfalfa (Cimarron),"E.R. and G.R. Buss, Blacksburg, VA, 11/5/81",10/30/81,,Landisburg sils
USDA1423,Medicago sativa,alfalfa (Cimarron),"E.R. and G.R. Buss, Blacksburg, VA, 11/5/81",10/30/81,,Landisburg sils
USDA1422,Medicago sativa,alfalfa (Cimarron),"E.R. and G.R. Buss, Blacksburg, VA, 11/5/81",10/30/81,,Landisburg sils
USDA1421,Medicago sativa,alfalfa (Saranac-AR),"E.R. and G.R. Buss, Blacksburg, VA, 11/5/81",10/30/81,,Landisburg sils
USDA1420,Medicago sativa,alfalfa (Saranac-AR),"E.R. and G.R. Buss, Blacksburg, VA, 11/5/81",10/30/81,,Landisburg sils
USDA142,Glycine max,soybean,unknown,"India, 1973",Bradyrhizobium japonicum,
USDA1419,Medicago sativa,alfalfa (Saranac-AR),"E.R. and G.R. Buss, Blacksburg, VA, 11/5/81",10/30/81,,Landisburg sils
USDA1418,Medicago sativa,alfalfa (Saranac-AR),"E.R. and G.R. Buss, Blacksburg, VA, 11/5/81",10/30/81,,Landisburg sils
USDA1417,Medicago sativa,alfalfa (Saranac-AR),"E.R. and G.R. Buss, Blacksburg, VA, 11/5/81",10/30/81,,Landisburg sils
USDA1416,Medicago sativa,alfalfa (Saranac-AR),"John A. Balasko, Morgantown, WV","Plant Science Farm, Morgantown, WV, 5/11/82",,Litz silt loam
USDA1415,Medicago sativa,alfalfa (Iroquois),"John A. Balasko, Morgantown, WV","Plant Science Farm, Morgantown, WV, 5/11/82",,Dekalb loam
USDA1414,Medicago sativa,alfalfa (Saranac-AR),"John A. Balasko, Morgantown, WV","Plant Science Farm, Morgantown, WV, 5/11/82",,Guernsey silt loam
USDA1413,Medicago sativa,alfalfa (Cimarron),"R.W. van Keuren, Wooster, OH, 10/13/81","Agronomy 102a, Ohio Agricultural Research and Development Center, 10/9/81",,Wooster silt loam
USDA1412,Medicago sativa,alfalfa (Cimarron),"R.W. van Keuren, Wooster, OH, 10/13/81","Agronomy 102a, Ohio Agricultural Research and Development Center, 10/9/81",,Wooster silt loam
USDA1411,Medicago sativa,alfalfa (Apollo),"R.W. van Keuren, Wooster, OH, 10/13/81","Agronomy 102a, Ohio Agricultural Research and Development Center, 10/9/81",,Wooster silt loam
USDA1410,Medicago sativa,alfalfa (Apollo),"R.W. van Keuren, Wooster, OH, 10/13/81","Agronomy 102a, Ohio Agricultural Research and Development Center, 10/9/81",,Wooster silt loam
USDA141,Glycine max,soybean,unknown,"Thailand, 1963",Bradyrhizobium japonicum,
USDA1409,Medicago sativa,alfalfa (Vernal),"R.W. van Keuren, Wooster, OH, 10/13/81","Agronomy 102a, Ohio Agricultural Research and Development Center, 10/9/81",,Wooster silt loam
USDA1408,Medicago sativa,alfalfa (Vernal),"R.W. van Keuren, Wooster, OH, 10/13/81","Agronomy 102a, Ohio Agricultural Research and Development Center, 10/9/81",,Wooster silt loam
USDA1407,Medicago sativa,alfalfa (Vernal),"R.W. van Keuren, Wooster, OH, 10/13/81","Agronomy 102a, Ohio Agricultural Research and Development Center, 10/9/81",,Wooster silt loam
USDA1406,Medicago sativa,alfalfa (Vernal),"R.W. van Keuren, Wooster, OH, 10/13/81","Agronomy 102a, Ohio Agricultural Research and Development Center, 10/9/81",,Wooster silt loam
USDA1405,Medicago sativa,alfalfa (Vernal),"R.W. van Keuren, Wooster, OH, 10/13/81","Agronomy 102a, Ohio Agricultural Research and Development Center, 10/9/81",,Wooster silt loam
USDA1404,Medicago sativa,alfalfa (Saranac-AR),"R.W. van Keuren, Wooster, OH, 10/13/81","Dairy Unit Field 29, Ohio Agricultural Research and Development Center, 10/9/81",,Wooster silt loam
USDA1403,Medicago sativa,alfalfa (Saranac-AR),"R.W. van Keuren, Wooster, OH, 10/13/81","Dairy Unit Field 29, Ohio Agricultural Research and Development Center, 10/9/81",,Wooster silt loam
USDA1402,Medicago sativa,alfalfa (Saranac),"R.W. van Keuren, Wooster, OH, 10/13/81","Dairy Unit Field 29, Ohio Agricultural Research and Development Center, 10/9/81",,Wooster silt loam
USDA1401,Medicago sativa,alfalfa (Florida-77),"Charles Hagedorn, Mississippi State, MS","Animal Research Center, Mississippi State, 5/13/82",,Vertic silty loam
USDA1400,Medicago sativa,alfalfa (Delta),"Charles Hagedorn, Mississippi State, MS","Animal Research Center, Mississippi State, 5/13/82",,Vertic silty loam
USDA140,Glycine max,soybean,,"Bolivia, 1959",Bradyrhizobium japonicum,
USDA14,Glycine max,soybean,USDA original,"Virginia, 1921",Bradyrhizobium japonicum,
USDA1399,Medicago sativa,alfalfa (Apollo),"Charles Hagedorn, Mississippi State, MS","Animal Research Center, Mississippi State, 5/13/82",,Vertic silty loam
USDA1398,Medicago sativa,alfalfa (Vangard),"Charles Hagedorn, Mississippi State, MS","Animal Research Center, Mississippi State, 5/13/82",,Vertic silty loam
USDA1397,Medicago sativa,alfalfa (Vangard),"Charles Hagedorn, Mississippi State, MS","Animal Research Center, Mississippi State, 5/13/82",,Vertic silty loam
USDA1396,Medicago sativa,alfalfa (Saranac),"Roy A. Sigafus, Lexington, KY, 10/13/81","Spindletop Farm, Lexington, KY, 10/7/81",,Loradale silt loam
USDA1395,Medicago sativa,alfalfa (Apollo),"Roy A. Sigafus, Lexington, KY, 10/13/81","Spindletop Farm, Lexington, KY, 10/7/81",,Loradale silt loam
USDA1394,Medicago sativa,alfalfa (Apollo),"Roy A. Sigafus, Lexington, KY, 10/13/81","Spindletop Farm, Lexington, KY, 10/7/81",,Loradale silt loam
USDA1393,Medicago sativa,alfalfa (Arc),"Roy A. Sigafus, Lexington, KY, 10/13/81","Spindletop Farm, Lexington, KY, 10/7/81",,Loradale silt loam
USDA1392,Medicago sativa,alfalfa (Arc),"Roy A. Sigafus, Lexington, KY, 10/13/81","Spindletop Farm, Lexington, KY, 10/7/81",,Loradale silt loam
USDA1391,Medicago sativa,alfalfa (Weevlchek),"Roy A. Sigafus, Lexington, KY, 10/13/81","Spindletop Farm, Lexington, KY, 10/7/81",,Loradale silt loam
USDA1390,Medicago sativa,alfalfa (Weevlchek),"Roy A. Sigafus, Lexington, KY, 10/13/81","Spindletop Farm, Lexington, KY, 10/7/81",,Loradale silt loam
USDA139,Glycine max,soybean,USDA original,"Iowa, 1961",Bradyrhizobium japonicum,
USDA1389,Medicago sativa,alfalfa (Weevlchek),"Roy A. Sigafus, Lexington, KY, 10/13/81","Spindletop Farm, Lexington, KY, 10/7/81",,Flanagan silt loam
USDA1388,Medicago sativa,alfalfa (WL-318),"Darrell A. Miller, Urbana, IL, 10/26/81","Agronomy Farm, Urbana, IL, 10/20/81",,Flanagan silt loam
USDA1387,Medicago sativa,alfalfa (WL-318),"Darrell A. Miller, Urbana, IL, 10/26/81","Agronomy Farm, Urbana, IL, 10/20/81",,Flanagan silt loam
USDA1386,Medicago sativa,alfalfa (Olympic),"Darrell A. Miller, Urbana, IL, 10/26/81","Agronomy Farm, Urbana, IL, 10/20/81",,Flanagan silt loam
USDA1385,Medicago sativa,alfalfa (Olympic),"Darrell A. Miller, Urbana, IL, 10/26/81","Agronomy Farm, Urbana, IL, 10/20/81",,Flanagan silt loam
USDA1384,Medicago sativa,alfalfa (Dekalb-130),"Darrell A. Miller, Urbana, IL, 10/26/81","Agronomy Farm, Urbana, IL, 10/20/81",,Flanagan silt loam
USDA1383,Medicago sativa,alfalfa (Dekalb-130),"Darrell A. Miller, Urbana, IL, 10/26/81","Agronomy Farm, Urbana, IL, 10/20/81",,Flanagan silt loam
USDA1382,Medicago sativa,alfalfa (Dekalb-130),"Darrell A. Miller, Urbana, IL, 10/26/81","Agronomy Farm, Urbana, IL, 10/20/81",,Flanagan silt loam
USDA1381,Medicago sativa,alfalfa (Saranac-AR),"Darrell A. Miller, Urbana, IL, 10/26/81","Agronomy Farm, Urbana, IL, 10/20/81",,Flanagan silt loam
USDA1380,Medicago sativa,alfalfa (Saranac-AR),"Darrell A. Miller, Urbana, IL, 10/26/81","Agronomy Farm, Urbana, IL, 10/20/81",,Flanagan silt loam
USDA138,Glycine max,soybean,USDA original,"Mississippi, 1961",Bradyrhizobium japonicum,"effective, recommended for soybean inoculation in North America"
USDA1379,Medicago sativa,alfalfa (Saranac-AR),"Darrell A. Miller, Urbana, IL, 10/26/81","Agronomy Farm, Urbana, IL, 10/20/81",,Flanagan silt loam
USDA1378,Medicago sativa,alfalfa (Southern Special),"C.L. Mondart, Jr., Baton Rouge, LA","Louisiana State University, 5/10/82",,Oliver silt loam
USDA1377,Medicago sativa,alfalfa (Southern Special),"C.L. Mondart, Jr., Baton Rouge, LA","Louisiana State University, 5/10/82",,Oliver silt loam
USDA1376,Medicago sativa,alfalfa (Southern Special),"C.L. Mondart, Jr., Baton Rouge, LA","Louisiana State University, 5/10/82",,Oliver silt loam
USDA1375,Medicago sativa,alfalfa (Southern Special),"C.L. Mondart, Jr., Baton Rouge, LA","Louisiana State University, 5/10/82",,Oliver silt loam
USDA1374,Medicago sativa,alfalfa (Apollo),"C.L. Mondart, Jr., Baton Rouge, LA","Louisiana State University, 5/10/82",,Oliver silt loam
USDA1373,Medicago sativa,alfalfa (Apollo),"C.L. Mondart, Jr., Baton Rouge, LA","Louisiana State University, 5/10/82",,Oliver silt loam
USDA1372,Medicago sativa,alfalfa (Apollo),"C.L. Mondart, Jr., Baton Rouge, LA","Louisiana State University, 5/10/82",,Oliver silt loam
USDA1371,Medicago sativa,alfalfa (Apollo),"C.L. Mondart, Jr., Baton Rouge, LA","Louisiana State University, 5/10/82",,Oliver silt loam
USDA1370,Medicago sativa,alfalfa (Florida-77),"C.L. Mondart, Jr., Baton Rouge, LA","Louisiana State University, 5/10/82",,Oliver silt loam
USDA137,Glycine max,soybean,USDA original,"Iowa, 1961",Bradyrhizobium japonicum,
